,R_mean,R_median,R_std,G_mean,G_median,G_std,B_mean,B_median,B_std,IR_mean,IR_median,IR_std,DomCol1_R,DomCol1_G,DomCol1_B,DomCol2_R,DomCol2_G,DomCol2_B,Edge_mean,Edge_median,Edge_std
0,111.396708,101.0,55.46737288499191,113.494094,104.0,51.1745872393629,108.889444,99.0,44.90381524292635,116.004962,108.0,53.896825615044854,0.5504029603611502,0.5394659872049867,0.4960364853055692,0.7685347047077572,0.7621896763412379,0.4960364853055692,0.040874837656082644,0.013189827497131079,0.06316415221058545
1,130.462005,128.0,56.27517772855075,131.089981,127.0,53.464014275207944,123.716461,119.0,49.61496240687357,138.609282,143.0,54.01660040621286,0.3009177022498675,0.31864222049434604,0.31180885772881345,0.5844723585974493,0.5724827939728562,0.31180885772881345,0.04089915288002937,0.015251322731474568,0.05907081970678673
2,123.419126,122.0,66.78685518420617,124.449205,118.0,63.51957688672032,119.827851,109.0,58.23594879214897,127.605122,130.0,63.6571125748342,0.5715350376825293,0.5536108009810655,0.5050609013273895,0.2301420788582381,0.2542468254413912,0.5050609013273895,0.04005290157230505,0.011178190442148373,0.06561937909649469
3,113.872066,110.0,59.903049028339495,116.513835,112.0,55.969077128292675,112.213956,106.0,49.57183416850806,116.227767,112.0,58.04803515360113,0.56333582534191,0.5568584579055911,0.5132326700444638,0.23072430938229752,0.2579622999987036,0.5132326700444638,0.040955146368128394,0.012745098039215683,0.06377057781882008
4,117.388173,116.0,51.86762341501749,120.222132,116.0,48.74910825209603,114.46249,108.0,43.46221619982004,124.575508,127.0,52.07247617064063,0.5152155512533978,0.5154293999819107,0.4740853555333586,0.7832562254897784,0.7830174867375428,0.4740853555333586,0.03847039645595139,0.01333477500856415,0.05855196175957932
5,106.202738,97.0,52.821187352267614,110.311099,102.0,49.05487980223984,107.275654,98.0,43.29558992405905,107.894721,98.0,50.679466940094784,0.24419388835087025,0.2757817937824313,0.2896564903886142,0.8023547346266738,0.8038496013679498,0.2896564903886142,0.03971221197193262,0.012401088863405393,0.061982994058662755
6,124.517165,129.0,53.20431568362454,126.397248,129.0,49.882577680253235,120.025542,119.0,45.332583464945344,125.665317,131.0,51.20559897403321,0.2726117071763906,0.29638599904556895,0.2971197493767019,0.8124924416798766,0.8089287318844631,0.2971197493767019,0.04628838516824273,0.014705882352941175,0.0700376758650453
7,163.773479,172.0,72.01394203372399,168.612931,173.0,66.8459519386869,161.539821,159.0,65.36334260338863,161.229827,173.0,74.56398581453429,0.9210858150076834,0.9267995397847916,0.898666850708229,0.2740037048340326,0.32642152399990365,0.898666850708229,0.031256723349098764,0.00765710752539871,0.05528521820500852
8,72.601946,48.0,52.69537933266146,88.548635,70.0,44.33846071568989,87.513721,71.0,39.95516757234488,66.665125,39.0,55.056775893021346,0.19128941605407074,0.2708974083650887,0.27662481030633335,0.5835892552449823,0.5716109265722272,0.27662481030633335,0.012296939693996286,4.906538933386797e-18,0.03672664054549175
9,104.11773,82.0,63.27608225583424,110.236651,89.0,59.39365670931702,108.954499,90.0,53.797308396043356,104.682201,82.0,61.42390717624204,0.24102361156091492,0.27795351979498717,0.2939480568588833,0.8921603416025201,0.8960586966727396,0.2939480568588833,0.030643799872818074,0.007904174263037814,0.05460502019968389
10,121.755508,115.0,63.82033934148216,126.606904,119.0,60.77046389106129,123.156856,113.0,55.933863483539774,123.891924,117.0,61.90200618379201,0.23830041020565165,0.27219709797847913,0.28604815009240586,0.5298222633207752,0.5374799439680373,0.28604815009240586,0.03953170632701527,0.011805484881168914,0.06209328232326441
11,152.708705,150.0,62.49675596559372,155.127642,151.0,60.49891259782968,148.002987,140.0,58.41210672521435,154.875182,153.0,59.36559840906918,0.6088439872560364,0.6109955162688956,0.5643258515138624,0.91818913110728,0.9251734110497191,0.5643258515138624,0.03698762233491803,0.011967211387974177,0.059387276242277694
12,148.562707,153.0,39.31869389784139,148.092059,153.0,37.554666635992376,135.453908,140.0,34.98838643789588,156.748483,162.0,36.029258751724434,0.7222960847055877,0.7154188673064921,0.6563736255123379,0.5605546698365489,0.558383426518382,0.6563736255123379,0.033157580831719,0.012401088863405487,0.050186496870611365
13,107.661593,83.0,68.39388618657627,112.704323,89.0,64.95449924456098,111.263098,89.0,58.55703590041418,110.257335,86.0,65.58157921015454,0.5044342505455797,0.5124659358974204,0.47803440874205316,0.22040062852923623,0.25211408884492825,0.47803440874205316,0.043132425493113746,0.012782749814122796,0.06773802459789545
14,108.74581,102.0,53.95807531263418,113.115475,106.0,51.23231949194157,109.637058,103.0,45.72621229781268,110.312884,104.0,51.89589659696174,0.22979324329198322,0.2580185174737238,0.26940892356786444,0.7538705802349316,0.7575245160750299,0.26940892356786444,0.044038174787707725,0.013864838846795097,0.06652762994012601
15,119.463029,115.0,52.34307512121503,121.564661,115.0,48.980367484892156,115.865558,108.0,43.764583322004064,124.71761,127.0,51.48627626744723,0.540434214897203,0.5357572088462218,0.4938920511197536,0.2859477692134205,0.30927361834219336,0.4938920511197536,0.037031658416917565,0.013620043126911563,0.05607953026139847
16,125.655859,116.0,63.69821816952276,128.695701,117.0,60.77092889794099,123.797987,110.0,56.23723268216377,129.127297,122.0,61.22438414940399,0.2647467697950805,0.2921105172810033,0.29946211012656404,0.8733918314238097,0.8788401484420523,0.29946211012656404,0.039527216697163484,0.011475195990901658,0.06410478742720133
17,141.052104,136.0,60.76036957732551,142.30819,135.0,58.141749293634945,135.141859,124.0,54.46327256990823,141.651359,139.0,58.64551282453857,0.606164064120169,0.5941821214345763,0.5450841442751632,0.32182627173191464,0.34206086751968034,0.5450841442751632,0.04633801633484885,0.01534556455146912,0.06723714892550628
18,117.702549,105.0,59.75231538528528,121.506142,107.0,56.15485742369786,117.405207,101.0,50.410917709233885,124.864903,126.0,59.02802573185547,0.5652696403062488,0.5620058058262022,0.519825001060568,0.2689413825317429,0.29847401990771666,0.519825001060568,0.033380910800973426,0.010961117536763642,0.05562176468980283
19,99.502881,97.0,54.092139814392986,108.068805,97.0,45.291650851696446,103.032555,90.0,39.633554384788326,97.907101,105.0,59.6479237591368,0.7568007186930211,0.751817199136952,0.6967747000121292,0.20132517547237552,0.27013637028471804,0.6967747000121292,0.02452296296949015,0.004901960784313707,0.04889842385828469
